split,ratio,base_imp,scheme,mse,variance,bias2
0.95,50,10,original,0.011633866703416764,0.011577556240950328,5.63104624664346e-05
0.95,50,10,harmonic,0.005337779563873693,0.005312222118120217,2.5557445753476142e-05
0.95,50,20,original,0.00722261017157109,0.007217431761435124,5.1784101359646234e-06
0.95,50,20,harmonic,0.003670845207519712,0.003664659524252902,6.185683266811069e-06
0.95,50,50,original,0.002620348250553671,0.002616150893638747,4.197356914923904e-06
0.95,50,50,harmonic,0.0011425572595204017,0.0011405354756909409,2.0217838294606876e-06
0.95,50,100,original,0.0013898990715773005,0.001380592178945616,9.306892631684284e-06
0.95,50,100,harmonic,0.0006583144318331208,0.0006568144380480696,1.499993785051261e-06
0.95,100,2,original,0.06321402817607111,0.06278808777695821,0.00042594039911290107
0.95,100,2,harmonic,0.04050418148123858,0.04028692847161587,0.0002172530096227159
0.95,100,5,original,0.01657150694027134,0.01653102421104923,4.0482729222108455e-05
0.95,100,5,harmonic,0.010881124531082401,0.010852722025117554,2.8402505964847327e-05
0.95,100,10,original,0.0101359467589185,0.010107559181805387,2.838757711311609e-05
0.95,100,10,harmonic,0.007342188466480372,0.0073155920561446776,2.6596410335693406e-05
0.95,100,20,original,0.007537153287763604,0.007359531367302557,0.0001776219204610474
0.95,100,20,harmonic,0.0031870940777839604,0.0031415840028728393,4.5510074911120394e-05
0.95,100,50,original,0.0028752791161614838,0.002850089265899444,2.518985026203959e-05
0.95,100,50,harmonic,0.0011877393521593275,0.0011861393416095572,1.6000105497701937e-06
0.95,100,100,original,0.0015591685611532802,0.0015577741410564498,1.3944200968307348e-06
0.95,100,100,harmonic,0.0005699338857759334,0.000568481439012893,1.4524467630403965e-06
