alpha,beta,rho,worst_ratio,M,b0,frac,harmonic_loses
1.0,10.0,0.1,1.0000000000000004,50,2,1.0,1
1.3894954943731375,0.1,13.894954943731374,2.254577419229835,200,20,0.9,1
1.3894954943731375,0.13894954943731375,10.0,1.7911525823051644,200,20,0.9,1
1.3894954943731375,0.193069772888325,7.19685673001152,1.4911492336515346,200,5,0.75,1
1.3894954943731375,0.2682695795279726,5.17947467923121,1.3291236684690564,200,5,0.7000000000000001,1
1.3894954943731375,0.372759372031494,3.72759372031494,1.1885889702061476,200,5,0.7000000000000001,1
1.3894954943731375,0.517947467923121,2.6826957952797263,1.0720987547708838,200,5,0.75,1
1.3894954943731375,0.7196856730011519,1.93069772888325,1.0134314136912197,5,2,0.55,1
1.3894954943731375,1.0,1.3894954943731375,1.0045446959600504,10,2,0.5,1
1.3894954943731375,1.3894954943731375,1.0,1.0000000000000004,50,2,1.0,1
1.3894954943731375,1.9306977288832496,0.7196856730011522,1.0000000000000007,10,2,1.0,1
1.3894954943731375,2.6826957952797246,0.5179474679231213,1.0000000000000007,10,2,1.0,1
1.3894954943731375,3.72759372031494,0.372759372031494,1.0000000000000004,10,2,1.0,1
1.3894954943731375,5.17947467923121,0.2682695795279726,1.0000000000000004,2,2,1.0,1
1.3894954943731375,7.196856730011517,0.19306977288832508,1.0000000000000004,10,2,1.0,1
1.3894954943731375,10.0,0.13894954943731375,1.0000000000000004,2,2,1.0,1
1.9306977288832496,0.1,19.306977288832496,2.8461954721834917,200,20,0.9,1
