alpha,beta,surrogate_h,surrogate_o,ratio_h_over_o
0.2811706625951745,1.5811388300841895,9.095979924809188e-05,0.0002699370741363718,0.33696667839757033
0.2811706625951745,1.5811388300841895,7.756376129635724e-05,0.00010304952799386697,0.7526842946915145
0.2811706625951745,1.5811388300841895,9.764667408135715e-05,0.00020902439495028464,0.4671544395790831
0.2811706625951745,1.5811388300841895,0.00010293668774772867,0.00015677481132155647,0.6565894538797951
0.2811706625951745,1.5811388300841895,9.021327043742754e-05,0.0002377344437897125,0.3794707615747321
0.2811706625951745,1.5811388300841895,0.00010057771051280987,0.00027337527716595226,0.3679107765540709
0.2811706625951745,1.5811388300841895,9.461326732400169e-05,0.00017643241789675336,0.5362578399813606
0.2811706625951745,1.5811388300841895,8.356520538972567e-05,0.0001964288238112162,0.4254223171953548
0.2811706625951745,1.5811388300841895,8.13350664539412e-05,0.00017079822779030157,0.4762055643446182
0.2811706625951745,1.5811388300841895,9.216199622781189e-05,0.00023076269951514456,0.39937995361231876
0.2811706625951745,1.5811388300841895,9.702913651936752e-05,0.00022551942022915945,0.4302473659287181
0.2811706625951745,1.5811388300841895,7.538880034257256e-05,0.000163772957839898,0.46032508258336235
0.2811706625951745,1.5811388300841895,0.00010270102266843673,0.0003573913072170421,0.2873629564976153
0.2811706625951745,1.5811388300841895,0.00010221599087813253,0.00031464490295469,0.3248614228874128
0.2811706625951745,1.5811388300841895,9.952739565354194e-05,0.0002356490498999545,0.42235432604458445
0.2811706625951745,1.5811388300841895,9.568246906157923e-05,0.0002691625442104869,0.35548210967553834
0.2811706625951745,1.5811388300841895,9.037615534637672e-05,0.00028428263765004264,0.3179095146064864
0.2811706625951745,1.5811388300841895,8.697089184213035e-05,0.00016432535285355662,0.5292603382975056
0.2811706625951745,1.5811388300841895,8.222953240021062e-05,0.0002134141769370306,0.3853049201341157
0.2811706625951745,1.5811388300841895,8.706179981384841e-05,0.00012473297867386838,0.6979854144386588
0.2811706625951745,1.5811388300841895,8.748999909742854e-05,0.00038859658900435425,0.2251435076195386
0.2811706625951745,1.5811388300841895,9.040583591204354e-05,0.00046505463352224113,0.19439831236026142
0.2811706625951745,1.5811388300841895,9.959877623835844e-05,0.0001521212774305677,0.6547327101155723
0.2811706625951745,1.5811388300841895,9.857490243813914e-05,0.0001849447448435703,0.5329965040180819
0.2811706625951745,1.5811388300841895,0.00010101618108574398,0.00031456971601232376,0.32112493969949263
0.2811706625951745,1.5811388300841895,9.088962307047908e-05,0.00017725697500991367,0.512756257210165
0.2811706625951745,1.5811388300841895,8.668940455438566e-05,0.00018984837811101705,0.45662441479322285
0.2811706625951745,1.5811388300841895,8.761192633878687e-05,0.00015514504526797313,0.564709792616708
0.2811706625951745,1.5811388300841895,8.738822622286963e-05,0.00020247931207822593,0.43159088859956235
0.2811706625951745,1.5811388300841895,7.145187183369697e-05,0.00015133548793542966,0.4721422107165198
0.2811706625951745,1.5811388300841895,0.00010797915214199572,0.0007820942572460463,0.13806411585506062
0.2811706625951745,1.5811388300841895,9.180722540529485e-05,0.0001901362290833271,0.4828497222644527
0.2811706625951745,1.5811388300841895,7.745352846487889e-05,0.00012176354544414405,0.6360978417831036
0.2811706625951745,1.5811388300841895,8.540685063352212e-05,0.0002214416478461161,0.38568558111919815
0.2811706625951745,1.5811388300841895,9.569340109838604e-05,0.0002480448825365894,0.38579066868783396
0.2811706625951745,1.5811388300841895,9.191589507366174e-05,0.00016538294177175528,0.5557761525400529
0.2811706625951745,1.5811388300841895,8.58312630792319e-05,0.0005523435653671582,0.15539470080035686
0.2811706625951745,1.5811388300841895,9.064946218470527e-05,0.0002487313194017932,0.36444731770297417
0.2811706625951745,1.5811388300841895,9.073002195893246e-05,0.00025023064378572215,0.36258557539669883
0.2811706625951745,1.5811388300841895,9.401693562953061e-05,0.00018849737373344952,0.49877053333633253
0.2811706625951745,1.5811388300841895,9.202248700066165e-05,0.00017133612702727272,0.5370874700932968
0.2811706625951745,1.5811388300841895,0.00011389639558762366,0.0005735995321632665,0.19856431046600778
0.2811706625951745,1.5811388300841895,9.187876671522446e-05,0.000250681517832895,0.36651591832338876
0.2811706625951745,1.5811388300841895,8.799573986593778e-05,0.00014077905249244068,0.6250627370195067
0.2811706625951745,1.5811388300841895,9.2880035103222e-05,0.0002838173857761976,0.32725280323898814
0.2811706625951745,1.5811388300841895,9.68469969813967e-05,0.00021019268107716986,0.4607534215039601
0.2811706625951745,1.5811388300841895,8.563288001035018e-05,0.00017836132738213847,0.4801090083103164
0.2811706625951745,1.5811388300841895,8.539660449574475e-05,0.00014254282665410276,0.5990943669369616
0.2811706625951745,1.5811388300841895,8.344080523277079e-05,0.00015171866472998128,0.5499706010547427
0.2811706625951745,1.5811388300841895,0.00011701858754469489,0.0003060782463142037,0.3823159239633443
0.2811706625951745,1.5811388300841895,7.875916867977078e-05,0.00015280514065627943,0.5154222452301654
0.2811706625951745,1.5811388300841895,0.00010158842912772433,0.00015730919089153807,0.6457882629233518
0.2811706625951745,1.5811388300841895,9.423108933496771e-05,0.0002855614981523299,0.32998527443185316
0.2811706625951745,1.5811388300841895,9.190874367172144e-05,0.00045619249821376014,0.20146921317556465
0.2811706625951745,1.5811388300841895,8.911492585283895e-05,0.00016786781968567408,0.530863664159713
0.2811706625951745,1.5811388300841895,9.580219020200045e-05,0.0003096382029167568,0.30940042055390665
0.2811706625951745,1.5811388300841895,0.00010667205427727801,0.0005994499797407734,0.17794988386421726
0.2811706625951745,1.5811388300841895,9.225479281573594e-05,0.00017164124355245703,0.5374861595403264
0.2811706625951745,1.5811388300841895,9.312581841152373e-05,0.00020767809353111491,0.44841425895298564
0.2811706625951745,1.5811388300841895,9.543141775378508e-05,0.00019435806256746385,0.49100827870549374
0.2811706625951745,1.5811388300841895,0.00010271956155151394,0.00016621274262113361,0.6180005210891295
0.2811706625951745,1.5811388300841895,8.413827102045078e-05,0.00033171104100467795,0.2536492929678039
0.2811706625951745,1.5811388300841895,9.062852730586717e-05,0.0004205119706598491,0.2155194944002589
0.2811706625951745,1.5811388300841895,7.909845844441066e-05,0.0008282744377333704,0.0954978867401353
0.2811706625951745,1.5811388300841895,8.546604601838776e-05,0.00019237185669973962,0.4442752047238698
0.2811706625951745,1.5811388300841895,8.139904837640581e-05,0.00017911897124278225,0.4544412454562144
0.2811706625951745,1.5811388300841895,9.194507018043117e-05,0.00027057207849214053,0.339817288956155
0.2811706625951745,1.5811388300841895,9.072075872558408e-05,0.00027897232254957803,0.32519626999721984
0.2811706625951745,1.5811388300841895,9.03720617952523e-05,0.0001535876523814675,0.5884070782643003
0.2811706625951745,1.5811388300841895,0.00011012679169455301,0.0005817335351423394,0.1893079649733568
0.2811706625951745,1.5811388300841895,8.084092461613922e-05,0.00014006304031071606,0.5771752807650155
0.2811706625951745,1.5811388300841895,8.86418749188202e-05,0.00021738359945511752,0.40776707691383035
0.2811706625951745,1.5811388300841895,9.83671351087426e-05,0.0003365106224903364,0.2923150965659856
0.2811706625951745,1.5811388300841895,8.912071131680804e-05,0.0008450211756430296,0.10546565445415082
0.2811706625951745,1.5811388300841895,0.00010485562522680206,0.00017686496088919104,0.5928569723456752
0.2811706625951745,1.5811388300841895,0.00010734480405145974,0.0005184454794449655,0.20705128756524283
0.2811706625951745,1.5811388300841895,9.192823878493642e-05,0.0001544273360015139,0.5952847544040728
0.2811706625951745,1.5811388300841895,8.473534981313307e-05,0.00017847450948764283,0.4747756419467843
0.2811706625951745,1.5811388300841895,9.484691057634668e-05,0.0001543912280523486,0.6143283642007656
0.2811706625951745,1.5811388300841895,8.810086316683567e-05,0.00014982707124165206,0.5880169880964979
0.2811706625951745,1.5811388300841895,9.95468331615964e-05,0.00025904300519706124,0.38428689894895385
0.2811706625951745,1.5811388300841895,9.256906813400042e-05,0.0004666085667581376,0.19838698799969265
0.2811706625951745,1.5811388300841895,0.00010173678716312632,0.00022521440933370314,0.4517330283799985
0.2811706625951745,1.5811388300841895,8.694049991443053e-05,0.00016188038026973694,0.5370663187815837
0.2811706625951745,1.5811388300841895,7.928695494227105e-05,0.0002551823002969642,0.31070710958401954
0.2811706625951745,1.5811388300841895,9.991635762992797e-05,0.00017724738977588556,0.5637113063061961
0.2811706625951745,1.5811388300841895,8.474612754303187e-05,0.0001852784566562844,0.4573987125780465
0.2811706625951745,1.5811388300841895,8.289863500376854e-05,0.00016518841625851586,0.5018429069144545
0.2811706625951745,1.5811388300841895,8.501911776615006e-05,0.0007952927838434822,0.1069029161251415
0.2811706625951745,1.5811388300841895,8.471741980801464e-05,0.0002995429618346776,0.2828222679282029
0.2811706625951745,1.5811388300841895,8.35606428124577e-05,0.0001929994597967466,0.43295791035092984
0.2811706625951745,1.5811388300841895,9.197696266479062e-05,0.00016350778136450415,0.5625234584998037
0.2811706625951745,1.5811388300841895,8.840239942113968e-05,0.0001970419954141499,0.4486475039766642
0.2811706625951745,1.5811388300841895,9.458352621347641e-05,0.00032511094145711055,0.29092692417414107
0.2811706625951745,1.5811388300841895,0.00010375439040825387,0.00018061302942581624,0.5744568414476944
0.2811706625951745,1.5811388300841895,8.972635870759777e-05,0.0004685696551997967,0.19148990488796958
0.2811706625951745,1.5811388300841895,0.00010834050836525909,0.0002390570060597145,0.45319946966204583
0.2811706625951745,1.5811388300841895,9.558432411464445e-05,0.00037300891692471034,0.25625211564027456
0.2811706625951745,1.5811388300841895,9.093240000873846e-05,0.0002756755079047157,0.32985302430337143
0.2811706625951745,1.5811388300841895,9.671564977238592e-05,0.00015735520405593686,0.6146326735911785
0.2811706625951745,1.5811388300841895,7.712626194838848e-05,0.0002238794268639342,0.3444991039541254
0.2811706625951745,1.5811388300841895,8.706596656715842e-05,0.0003372754312525437,0.2581450010865616
0.2811706625951745,1.5811388300841895,8.49966122083726e-05,0.0007648528931013199,0.11112805217187446
0.2811706625951745,1.5811388300841895,9.915586341319971e-05,0.0002301265909836581,0.4308752977627041
0.2811706625951745,1.5811388300841895,9.251381759099667e-05,0.0009786103584791042,0.0945359067471715
0.2811706625951745,1.5811388300841895,8.455466868010647e-05,0.00019371710886367384,0.43648529123780616
0.2811706625951745,1.5811388300841895,8.7219612438888e-05,0.0002413824548289409,0.36133368724208814
0.2811706625951745,1.5811388300841895,8.196704369554127e-05,0.00013758747166614673,0.5957449664779993
0.2811706625951745,1.5811388300841895,8.622897182154873e-05,0.00018549083689085126,0.4648691723370067
0.2811706625951745,1.5811388300841895,9.65346127688267e-05,0.00041684760918372297,0.23158250315471923
0.2811706625951745,1.5811388300841895,8.772416383778838e-05,0.00013393428180086118,0.6549791633498298
0.2811706625951745,1.5811388300841895,8.730670903260118e-05,0.00019987973837847344,0.4367961942559952
0.2811706625951745,1.5811388300841895,8.673309212723563e-05,0.0001779830741600799,0.48731090041307495
0.2811706625951745,1.5811388300841895,8.7603025462572e-05,0.00016346074603169582,0.5359269891352714
0.2811706625951745,1.5811388300841895,9.541222609646059e-05,0.00021269760634154972,0.4485815695699353
0.2811706625951745,1.5811388300841895,9.685874318171806e-05,0.00021099625699731576,0.459054319541556
0.2811706625951745,1.5811388300841895,9.259342096890173e-05,0.00021440308219021725,0.4318660908370401
0.2811706625951745,1.5811388300841895,9.733376360324083e-05,0.0002432323273083573,0.4001678752176973
0.2811706625951745,8.891397050194612,0.00045755467007157845,0.004090729318106885,0.11185161238762344
0.2811706625951745,8.891397050194612,0.0005380236758236005,0.002220907844661583,0.24225394003486145
0.2811706625951745,8.891397050194612,0.00042020802580904613,0.0012556571162202557,0.3346518889439696
0.2811706625951745,8.891397050194612,0.0004352473104123985,0.0007217472092052432,0.6030467521885869
0.2811706625951745,8.891397050194612,0.00046930268421101754,0.0017279855020476383,0.27158948015183026
0.2811706625951745,8.891397050194612,0.00045441144892733004,0.0006797875901610718,0.6684609361869343
0.2811706625951745,8.891397050194612,0.0003605911633645171,0.0009070226215030544,0.3975547630410482
0.2811706625951745,8.891397050194612,0.0004673909113421017,0.0009848924847804348,0.4745603388843998
0.2811706625951745,8.891397050194612,0.00039954761538668436,0.0008533933021842417,0.46818695947583705
0.2811706625951745,8.891397050194612,0.0004153175383212968,0.0008116181292954147,0.5117154525390456
0.2811706625951745,8.891397050194612,0.00042645915524366234,0.00069854776206142,0.6104939109463009
0.2811706625951745,8.891397050194612,0.0004578184590729957,0.0008026689744329357,0.5703701945081809
0.2811706625951745,8.891397050194612,0.0004441663371785023,0.0006888790157260549,0.6447668270318355
0.2811706625951745,8.891397050194612,0.0004512408460776409,0.0007101644764516665,0.635403291829329
0.2811706625951745,8.891397050194612,0.00038822420059283623,0.0007242853084512173,0.5360100447474204
0.2811706625951745,8.891397050194612,0.0004515486144833387,0.0009832049034845898,0.4592619634859419
0.2811706625951745,8.891397050194612,0.0004273784189957288,0.0006650249305695811,0.6426502215934783
0.2811706625951745,8.891397050194612,0.00047440264991318703,0.0024543826403630184,0.19328797478905732
0.2811706625951745,8.891397050194612,0.00047046234735382235,0.000919228056276096,0.5118015536424358
0.2811706625951745,8.891397050194612,0.0004120668382458375,0.0013254428068694816,0.31088994267439135
0.2811706625951745,8.891397050194612,0.00039383695780906963,0.0005851807184238381,0.6730176600313393
0.2811706625951745,8.891397050194612,0.000458944344446157,0.0011107757411283057,0.4131746197301444
0.2811706625951745,8.891397050194612,0.000556176179124987,0.0009773761327983837,0.5690502974863586
0.2811706625951745,8.891397050194612,0.00047586514962992316,0.0012266641686587512,0.387934335891004
0.2811706625951745,8.891397050194612,0.00045212159695288875,0.001996912310267613,0.2264103409189252
0.2811706625951745,8.891397050194612,0.0004448016722842208,0.0010738192724325318,0.4142239608687669
0.2811706625951745,8.891397050194612,0.0005190826216468875,0.0019273762346079248,0.2693208582352794
0.2811706625951745,8.891397050194612,0.0003995166359659385,0.0004742501441726629,0.8424175319185232
0.2811706625951745,8.891397050194612,0.000427644822818543,0.00201611956940121,0.2121128276858867
0.2811706625951745,8.891397050194612,0.00044165635578329607,0.0006466601223023411,0.6829806579240446
0.2811706625951745,8.891397050194612,0.0004350701138878568,0.0011064997977575102,0.39319493303983644
0.2811706625951745,8.891397050194612,0.00039863986570831445,0.0008407868203614648,0.474127158102852
0.2811706625951745,8.891397050194612,0.00048652944508255597,0.0009991112025242628,0.48696225590638487
0.2811706625951745,8.891397050194612,0.0004114594669405389,0.0012363152455297593,0.33281112437000576
0.2811706625951745,8.891397050194612,0.00038769565677149257,0.0005660910973216191,0.684864430134691
0.2811706625951745,8.891397050194612,0.0004518677638764963,0.0007605861298837022,0.5941046597123582
0.2811706625951745,8.891397050194612,0.00044271265421849107,0.0010313290076815233,0.42926423180293377
0.2811706625951745,8.891397050194612,0.0006107727832124171,0.010369979410027007,0.05889816739865894
0.2811706625951745,8.891397050194612,0.0005120260240754746,0.0009574868480917679,0.5347603730494278
0.2811706625951745,8.891397050194612,0.00041379799291680014,0.0013599780113671069,0.3042681495275303
0.2811706625951745,8.891397050194612,0.0004064275885415148,0.0009330522305835338,0.4355893220332732
0.2811706625951745,8.891397050194612,0.00045073166507354485,0.0007644393641670387,0.5896238291766656
0.2811706625951745,8.891397050194612,0.0003911288674661793,0.0005722195515975608,0.6835293662619524
0.2811706625951745,8.891397050194612,0.00044942478022985785,0.0007382084520680272,0.6088047068153083
0.2811706625951745,8.891397050194612,0.00040399441710243584,0.0006189356166635239,0.6527244615203038
0.2811706625951745,8.891397050194612,0.00044847388795788936,0.002140214508512,0.20954623294731992
0.2811706625951745,8.891397050194612,0.0004471767990958862,0.0006410102546363709,0.6976125512212881
0.2811706625951745,8.891397050194612,0.0004439770288210726,0.0011633020763197062,0.38165239954326013
0.2811706625951745,8.891397050194612,0.0004932124583220194,0.0016719524895197804,0.29499191000557695
0.2811706625951745,8.891397050194612,0.0004667892989141567,0.00208889073063342,0.22346276522209993
0.2811706625951745,8.891397050194612,0.0005053456918385836,0.0011329925043426139,0.44602739197449137
0.2811706625951745,8.891397050194612,0.0004958692796111819,0.004436554450495388,0.11176900568769371
0.2811706625951745,8.891397050194612,0.0003749658918474265,0.002027980641224297,0.1848961889601957
0.2811706625951745,8.891397050194612,0.00041103470917247986,0.0016869227062247178,0.24365947986577474
0.2811706625951745,8.891397050194612,0.0004496627620426275,0.0018247031057751985,0.2464306443165694
0.2811706625951745,8.891397050194612,0.00044651264434628595,0.0009662303343527446,0.46211822219946597
0.2811706625951745,8.891397050194612,0.0004937903898470519,0.0008387336209640525,0.5887332730020792
0.2811706625951745,8.891397050194612,0.0003649893471113203,0.004158483643142754,0.08776981670065712
0.2811706625951745,8.891397050194612,0.0004527307292341868,0.0018439277368045518,0.24552520155629845
0.2811706625951745,8.891397050194612,0.0004759989673701888,0.0013040148910373113,0.3650257145388451
0.2811706625951745,8.891397050194612,0.00044874947623673665,0.00261278350452364,0.17175149623372726
0.2811706625951745,8.891397050194612,0.0004268820045689577,0.0007344094907156424,0.5812588344317068
0.2811706625951745,8.891397050194612,0.0004417696272431579,0.002847271263595058,0.15515544054111835
0.2811706625951745,8.891397050194612,0.0004798851856124788,0.0008494374596037427,0.5649446939111235
0.2811706625951745,8.891397050194612,0.0005044621490863748,0.004506445923694258,0.11194235049709214
0.2811706625951745,8.891397050194612,0.00039936906363379073,0.002037870931018309,0.19597367897790707
0.2811706625951745,8.891397050194612,0.0004296218438235092,0.0016229820437277916,0.2647113968289632
0.2811706625951745,8.891397050194612,0.0004674511431296297,0.0009529906187797609,0.4905097006392034
0.2811706625951745,8.891397050194612,0.000425403347710792,0.00114245556338403,0.3723587694305752
0.2811706625951745,8.891397050194612,0.0004041927413764089,0.002320420862754821,0.17418941014715247
0.2811706625951745,8.891397050194612,0.00041168024964766326,0.004112722103878346,0.10009921391465858
0.2811706625951745,8.891397050194612,0.0005541662973636285,0.00333930361521277,0.1659526539722321
0.2811706625951745,8.891397050194612,0.00040540081769452395,0.0006488342511099987,0.6248141447541973
0.2811706625951745,8.891397050194612,0.00042931361230123376,0.0009787126454150682,0.4386513388913694
0.2811706625951745,8.891397050194612,0.0005047804119262924,0.0008942240608968762,0.5644898566249882
0.2811706625951745,8.891397050194612,0.0004968086529701007,0.0010921705092022279,0.454881951841927
0.2811706625951745,8.891397050194612,0.00037093902100607793,0.0011735494341217638,0.31608299592737094
0.2811706625951745,8.891397050194612,0.0004332028341113257,0.0023392012190123377,0.1851926335324985
0.2811706625951745,8.891397050194612,0.0003875087587403798,0.0008522356283259734,0.45469673627885543
0.2811706625951745,8.891397050194612,0.0004863420609582855,0.0008003639224225206,0.6076511538479121
0.2811706625951745,8.891397050194612,0.0004750624971382841,0.0008242080435096278,0.5763866306319719
0.2811706625951745,8.891397050194612,0.0005534908870353566,0.0011108181417070176,0.49827317924858117
0.2811706625951745,8.891397050194612,0.00041641229055751783,0.000985770934006335,0.4224229749452542
0.2811706625951745,8.891397050194612,0.0004315228063350891,0.0014034192013416557,0.3074796225693344
0.2811706625951745,8.891397050194612,0.0004015848556854422,0.0006034895124670819,0.6654380024662767
0.2811706625951745,8.891397050194612,0.00044656867196597093,0.0006959653233026721,0.6416536241300062
0.2811706625951745,8.891397050194612,0.0004733817552418086,0.0011017308025900864,0.42967098144930105
0.2811706625951745,8.891397050194612,0.0005311319177567111,0.0009343321782886084,0.5684615494347753
0.2811706625951745,8.891397050194612,0.0004762319033288288,0.0017204377143476277,0.2768085699106004
0.2811706625951745,8.891397050194612,0.0005164532045092598,0.001000080384302279,0.5164116931156201
0.2811706625951745,8.891397050194612,0.00039888968340240886,0.0010895241083662998,0.3661136824228046
0.2811706625951745,8.891397050194612,0.000465570148882412,0.0018064837157360587,0.2577217523894001
0.2811706625951745,8.891397050194612,0.00042826227868217223,0.0008934236993506884,0.4793495840701556
0.2811706625951745,8.891397050194612,0.0004545072295593156,0.0012620535392304042,0.3601330810707702
0.2811706625951745,8.891397050194612,0.0005067570515138516,0.002604853500121902,0.19454339811821908
0.2811706625951745,8.891397050194612,0.00045488532189185245,0.0018508586823940988,0.24576988303799352
0.2811706625951745,8.891397050194612,0.0005072041050929476,0.0019824660500176463,0.25584503961035443
0.2811706625951745,8.891397050194612,0.0004771283680108988,0.0006756777482497089,0.7061478186115542
0.2811706625951745,8.891397050194612,0.0004370486544263635,0.0007095212077806441,0.6159768723382285
0.2811706625951745,8.891397050194612,0.0005262505050154446,0.0013249433988234425,0.39718715945357225
0.2811706625951745,8.891397050194612,0.0004594634244239756,0.0008997325362717004,0.5106666769303397
0.2811706625951745,8.891397050194612,0.0004782127887122291,0.0008212517217237806,0.5822974565075809
0.2811706625951745,8.891397050194612,0.00045565728492223386,0.0007749160562183571,0.588008573658768
0.2811706625951745,8.891397050194612,0.0004837851394570919,0.0015240566471015546,0.31743251825786967
0.2811706625951745,8.891397050194612,0.00041412508292140867,0.0007292350767109588,0.5678896917427796
0.2811706625951745,8.891397050194612,0.000437368881166734,0.002419153271195141,0.18079420034046023
0.2811706625951745,8.891397050194612,0.0004092612850710959,0.0006886060569917869,0.594332972990357
0.2811706625951745,8.891397050194612,0.0004994617740911483,0.0016892039350872685,0.295678789112781
0.2811706625951745,8.891397050194612,0.00040396582948518236,0.0007590774809012909,0.532179967986316
0.2811706625951745,8.891397050194612,0.0004681103988195167,0.0011975248969070132,0.39089826026044205
0.2811706625951745,8.891397050194612,0.00040758657670265653,0.0007123301643305411,0.5721877257377029
0.2811706625951745,8.891397050194612,0.00044735872036837744,0.0010085931512828306,0.44354725173315074
0.2811706625951745,8.891397050194612,0.00042414875672628364,0.0009425331069237474,0.45000939872619033
0.2811706625951745,8.891397050194612,0.0004713120890629548,0.0009060021660718795,0.5202107751092974
0.2811706625951745,8.891397050194612,0.0005138008955422642,0.0009916699452630641,0.518116837155901
0.2811706625951745,8.891397050194612,0.0004607996454823139,0.001063048486583892,0.4334700169350641
0.2811706625951745,8.891397050194612,0.000438655400593662,0.0008551290533199169,0.5129698247190232
0.2811706625951745,8.891397050194612,0.0004195389431009074,0.0007504769401110581,0.5590297591806386
0.2811706625951745,8.891397050194612,0.0004059739833433774,0.0010294339207942663,0.39436623870927584
0.2811706625951745,8.891397050194612,0.0005103882029205005,0.0012709367475360947,0.40158426759629545
0.2811706625951745,8.891397050194612,0.0004520210782152922,0.0008921749501183069,0.5066507170542638
0.2811706625951745,8.891397050194612,0.000439926146978336,0.0018587567584980162,0.23667763141521647
0.2811706625951745,8.891397050194612,0.0005528750048436656,0.001347584885843592,0.4102710045590666
0.2811706625951745,8.891397050194612,0.0004562086511799506,0.0009441025629719746,0.4832193758100125
0.2811706625951745,8.891397050194612,0.00048560048731710007,0.0008452195480089293,0.5745258595367578
0.2811706625951745,8.891397050194612,0.00039017728822704495,0.0005237276902303927,0.7450003036031995
0.2811706625951745,8.891397050194612,0.0004352121826645012,0.0007012537664721453,0.620620099987425
0.2811706625951745,8.891397050194612,0.0004801560933500345,0.0018020947127046702,0.2664433173045568
0.2811706625951745,8.891397050194612,0.0004374278862193637,0.0009188961712519123,0.47603624860402677
0.2811706625951745,8.891397050194612,0.00045414759271266455,0.0013092811495764882,0.3468678922472589
0.2811706625951745,8.891397050194612,0.0004804920598598996,0.0010066229727196834,0.4773307115788458
0.2811706625951745,8.891397050194612,0.0004448421204139444,0.0009013596262829099,0.49352345883120546
0.2811706625951745,8.891397050194612,0.000449375473007775,0.0007979965735422069,0.5631295771271968
0.2811706625951745,8.891397050194612,0.00040858051164868666,0.0015897338084634978,0.2570119031711265
0.2811706625951745,8.891397050194612,0.0004333189895481705,0.0021249767451980896,0.20391705016413092
0.2811706625951745,8.891397050194612,0.00044278364406181607,0.0006067288225735615,0.7297883792361484
0.2811706625951745,8.891397050194612,0.0004153009164407946,0.0010044100392766577,0.4134774645819752
0.2811706625951745,8.891397050194612,0.0004672874051935682,0.0008604826881301442,0.5430526513078355
0.2811706625951745,8.891397050194612,0.00046600674704270486,0.0008212893556464984,0.5674087260949292
0.2811706625951745,8.891397050194612,0.0004483201617443701,0.0008734243690946081,0.5132901915813259
0.2811706625951745,8.891397050194612,0.0007224020640446385,0.004868775382678563,0.14837448994149494
0.2811706625951745,8.891397050194612,0.00044000117065549866,0.0053286314308724995,0.08257301642336591
0.2811706625951745,8.891397050194612,0.0005060963390232909,0.0009513046212015527,0.5320023972805493
0.2811706625951745,8.891397050194612,0.0005663470330097769,0.0013280203676200922,0.4264595986767217
0.2811706625951745,8.891397050194612,0.00046136245995841645,0.0019072628680111019,0.24189767844614218
0.2811706625951745,8.891397050194612,0.00048773406613654283,0.0024899104424169296,0.1958841803414843
0.2811706625951745,8.891397050194612,0.0004879773456054723,0.0008911488957937857,0.5475822816015603
0.2811706625951745,8.891397050194612,0.0004752867239053007,0.0016292401198279216,0.29172294379511104
0.2811706625951745,8.891397050194612,0.00041222193367428084,0.005334163366074269,0.07727958545402776
0.2811706625951745,8.891397050194612,0.0004973022981202427,0.0019761161145139647,0.25165641556572027
0.2811706625951745,8.891397050194612,0.0004389199989551622,0.0006370405481264966,0.6889985264611542
0.2811706625951745,8.891397050194612,0.00042816868976996997,0.002171411656730193,0.19718448523700252
0.2811706625951745,8.891397050194612,0.0004138929797609802,0.0008308692509629899,0.4981445387240797
0.2811706625951745,8.891397050194612,0.0005554349230814629,0.0012014698080553053,0.4622961970059721
0.2811706625951745,8.891397050194612,0.000458358275551668,0.0009234466676786443,0.4963559798248953
0.2811706625951745,8.891397050194612,0.0004236410146969879,0.0013413583152921136,0.3158298643004496
0.2811706625951745,8.891397050194612,0.00044007163442333217,0.0009961465689179683,0.4417739800091322
0.2811706625951745,8.891397050194612,0.0004357972828464287,0.0007504688341390768,0.580700041123449
0.2811706625951745,8.891397050194612,0.0005029624354205123,0.0006879453244322632,0.7311081528689642
0.2811706625951745,8.891397050194612,0.000437921308473448,0.0008729089864163766,0.5016803759476478
0.2811706625951745,8.891397050194612,0.00039076670357584756,0.0009697936229457927,0.4029380007561565
0.2811706625951745,8.891397050194612,0.0004447058252215395,0.0022119509431795556,0.20104687519981784
0.2811706625951745,8.891397050194612,0.0004458005873677307,0.0005632687304549293,0.791452752947382
0.2811706625951745,8.891397050194612,0.00047770678350106296,0.000689594166199771,0.6927361148276802
0.2811706625951745,8.891397050194612,0.0003981875377940715,0.0008353252756971666,0.47668560904222873
0.2811706625951745,8.891397050194612,0.0004348315117333607,0.0010587651111327707,0.4106968648297594
0.2811706625951745,8.891397050194612,0.0004228546669878855,0.0005794321364009555,0.7297742745412356
0.2811706625951745,8.891397050194612,0.000449095771258721,0.001197726892543247,0.37495674018399416
0.2811706625951745,8.891397050194612,0.00044637153683684645,0.0045420937711114304,0.09827439928163818
0.2811706625951745,8.891397050194612,0.0004678909067594074,0.00114687612507496,0.407969872708638
0.2811706625951745,8.891397050194612,0.00038445363677601846,0.000788304701007133,0.48769674503379595
0.2811706625951745,8.891397050194612,0.00040631131757568794,0.000567030253698907,0.716560209839243
0.2811706625951745,8.891397050194612,0.00041023363232644714,0.000633516592462308,0.6475499414024497
0.2811706625951745,8.891397050194612,0.00048499023073244777,0.0006870487974548468,0.7059036163502223
0.2811706625951745,8.891397050194612,0.0004887622025053665,0.0007901407931727412,0.6185760901456369
0.2811706625951745,8.891397050194612,0.00039134864801672407,0.0005556701386466427,0.7042823085110703
0.2811706625951745,8.891397050194612,0.0005120075157649178,0.0008143990498943745,0.6286936555627416
0.2811706625951745,8.891397050194612,0.0003882917993090725,0.0007437987205754004,0.5220388104576077
0.2811706625951745,8.891397050194612,0.0004252021606358631,0.0008968969247831087,0.47408141212959026
0.2811706625951745,8.891397050194612,0.00046165285579341693,0.0018416152021331657,0.25067823900382596
0.2811706625951745,8.891397050194612,0.00040223990394494703,0.001369027500780436,0.29381433442034127
0.2811706625951745,8.891397050194612,0.00042755725087402475,0.0044972303828265435,0.09507123595596224
